"Food_Name","Food_Brand","Food_Amount","Food_Unit","Calories","Fat","Fiber","Carbs","Sodium","Protein","LogDate","Date"
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-06-09",2020-06-09
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-06-09",2020-06-09
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-06-09",2020-06-09
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-06-09",2020-06-09
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-06-09",2020-06-09
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-06-09",2020-06-09
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-06-09",2020-06-09
"Marchfelder Rahmfisolen mit Mini Rösti","Iglo",200,"gram",217,10.5,0,24,0,4.6,"2020-06-09",2020-06-09
"Putenfrankfurter","Hofstädter",120,"gram",223,16.8,0,0,0,18,"2020-06-09",2020-06-09
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-06-09",2020-06-09
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-06-09",2020-06-09
"Dinkelbrötchen","",120,"gram",271,4.08,0,45.6,0,12,"2020-06-09",2020-06-09
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-06-08",2020-06-08
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-06-08",2020-06-08
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-06-08",2020-06-08
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-06-08",2020-06-08
"eiaufstrich","Billa",20,"gram",42,3.6,0,0.68,0,1.66,"2020-06-08",2020-06-08
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-06-08",2020-06-08
"Krenschinken","Berger",50,"gram",72,3.5,0,0.75,0,9,"2020-06-08",2020-06-08
"Blattsalat","",100,"gram",19,0.2,0,2.6,0,1.7,"2020-06-08",2020-06-08
"Cesare Salat mit Hähnchenbrust","Vapiano",80,"gram",344,18.4,0,18.4,0,32,"2020-06-08",2020-06-08
"Pizzabrot","Selbstgemacht",100,"gram",232,6,0,37,0,9,"2020-06-08",2020-06-08
"Blattsalat","",100,"gram",19,0.2,0,2.6,0,1.7,"2020-06-08",2020-06-08
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-06-08",2020-06-08
"Dinkelbrötchen","",120,"gram",271,4.08,0,45.6,0,12,"2020-06-08",2020-06-08
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-06-08",2020-06-08
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-06-07",2020-06-07
"Weintrauben (rot/grün), frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2020-06-07",2020-06-07
"Erdbeeren, frisch","",150,"gram",54,0.6,0,8.27,0,1.23,"2020-06-07",2020-06-07
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-06-07",2020-06-07
"eiaufstrich","Billa",20,"gram",42,3.6,0,0.68,0,1.66,"2020-06-07",2020-06-07
"Krenschinken","Berger",50,"gram",72,3.5,0,0.75,0,9,"2020-06-07",2020-06-07
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-06-07",2020-06-07
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-06-07",2020-06-07
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-06-07",2020-06-07
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-06-07",2020-06-07
"Bio Faschiertes Rindfleisch","Ja Natürlich",100,"gram",193,13,0,0.5,0,19,"2020-06-07",2020-06-07
"Zucchini, gekocht","",600,"gram",132,1.74,0,13.56,0,12.24,"2020-06-07",2020-06-07
"Champions weiss","Lidl",100,"gram",19,0.4,0,0.6,0,2.2,"2020-06-07",2020-06-07
"Mozzarella","Milfina (Hofer)",25,"gram",73,5.75,0,0.25,0,5,"2020-06-07",2020-06-07
"Knoblauchöl","Kunella Feinkost",10,"liter",82,9.1,0,0,0,0,"2020-06-07",2020-06-07
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-06-07",2020-06-07
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-06-07",2020-06-07
"Dinkelbrötchen","",120,"gram",271,4.08,0,45.6,0,12,"2020-06-07",2020-06-07
"Erdbeeren, frisch","",150,"gram",54,0.6,0,8.27,0,1.23,"2020-06-06",2020-06-06
"Nektarine, frisch","",125,"gram",71,0.13,0,15.5,0,1.13,"2020-06-06",2020-06-06
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-06-06",2020-06-06
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-06-06",2020-06-06
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-06-06",2020-06-06
"eiaufstrich","Billa",20,"gram",42,3.6,0,0.68,0,1.66,"2020-06-06",2020-06-06
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-06-06",2020-06-06
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-06-06",2020-06-06
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-06-06",2020-06-06
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-06-06",2020-06-06
"Zucchini, gekocht","",600,"gram",132,1.74,0,13.56,0,12.24,"2020-06-06",2020-06-06
"Knoblauchöl","Kunella Feinkost",10,"liter",82,9.1,0,0,0,0,"2020-06-06",2020-06-06
"Brokkoli (Broccoli), gekocht","",300,"gram",81,0.6,0,6.09,0,8.4,"2020-06-06",2020-06-06
"Kartoffeln (ohne Schale), gekocht","",170,"gram",153,0.03,0,32.22,0,3.4,"2020-06-06",2020-06-06
"Champions weiss","Lidl",100,"gram",19,0.4,0,0.6,0,2.2,"2020-06-06",2020-06-06
"Zwiebel, frisch","",56.67,"gram",17,0.14,0,2.79,0,0.67,"2020-06-06",2020-06-06
"Tilapa Filet","Nordic Seafood",100,"gram",83,1.7,0,0,0,17,"2020-06-06",2020-06-06
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-06-06",2020-06-06
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-06-06",2020-06-06
"Dinkelbrötchen","",120,"gram",271,4.08,0,45.6,0,12,"2020-06-06",2020-06-06
"Nektarine, frisch","",125,"gram",71,0.13,0,15.5,0,1.13,"2020-06-05",2020-06-05
"Weintrauben (rot/grün), frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2020-06-05",2020-06-05
"Obstgarten Erdbeer Light","Danone",175,"gram",95,0.88,0,10.15,0,10.85,"2020-06-05",2020-06-05
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-06-05",2020-06-05
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-06-05",2020-06-05
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-06-05",2020-06-05
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-06-05",2020-06-05
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-06-05",2020-06-05
"eiaufstrich","Billa",20,"gram",42,3.6,0,0.68,0,1.66,"2020-06-05",2020-06-05
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-06-05",2020-06-05
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-06-05",2020-06-05
"Tilapa Filet","Nordic Seafood",100,"gram",83,1.7,0,0,0,17,"2020-06-05",2020-06-05
"Brokkoli (Broccoli), gekocht","",300,"gram",81,0.6,0,6.09,0,8.4,"2020-06-05",2020-06-05
"Kartoffeln (ohne Schale), gekocht","",170,"gram",153,0.03,0,32.22,0,3.4,"2020-06-05",2020-06-05
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-06-05",2020-06-05
"Dinkelbrötchen","",120,"gram",271,4.08,0,45.6,0,12,"2020-06-05",2020-06-05
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-06-05",2020-06-05
"Seasalt cracker","Wasa",30,"gram",130,3.9,0,20.25,0,2.7,"2020-06-04",2020-06-04
"Apfel (mit Schale), frisch","",200,"gram",130,0.1,0,28.7,0,0.68,"2020-06-04",2020-06-04
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-06-04",2020-06-04
"Weintrauben (rot/grün), frisch","",75,"gram",54,0.21,0,11.43,0,0.51,"2020-06-04",2020-06-04
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-06-04",2020-06-04
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-06-04",2020-06-04
"Putenfrankfurter","Hofstädter",120,"gram",223,16.8,0,0,0,18,"2020-06-04",2020-06-04
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-06-04",2020-06-04
"Hühnersteak Bauern Art","Bofrost (3617)",130,"gram",127,2.08,0,0.65,0,26,"2020-06-04",2020-06-04
"Marchfelder  Gemüseallerlei","Iglo Austria",190,"gram",72,0.51,0,10.13,0,4.31,"2020-06-04",2020-06-04
"Jasminreis gekocht","Selbstgemacht",100,"gram",111,0.19,0,24.82,0,2.35,"2020-06-04",2020-06-04
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-06-04",2020-06-04
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-06-04",2020-06-04
"Dinkelbrötchen","",120,"gram",271,4.08,0,45.6,0,12,"2020-06-04",2020-06-04
"Maxi Bourbon Vanille","Clever",80,"gram",248,15.2,0,23.2,0,3.36,"2020-06-03",2020-06-03
"Weintrauben (rot/grün), frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2020-06-03",2020-06-03
"Maxi Bourbon Vanille","Clever",80,"gram",248,15.2,0,23.2,0,3.36,"2020-06-03",2020-06-03
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-06-03",2020-06-03
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-06-03",2020-06-03
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-06-03",2020-06-03
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-06-03",2020-06-03
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-06-03",2020-06-03
"Tzatziki","Greco",50,"gram",66,5.05,0,2.25,0,2.7,"2020-06-03",2020-06-03
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-06-03",2020-06-03
"Zucchini, gekocht","",600,"gram",132,1.74,0,13.56,0,12.24,"2020-06-03",2020-06-03
"Erbsenschoten","",60,"gram",25,0.3,0,4.8,0,1.68,"2020-06-03",2020-06-03
"Blumenkohlreis","Bofrost",100,"gram",45,1.4,0,4.8,0,1.9,"2020-06-03",2020-06-03
"Champions weiss","Lidl",100,"gram",19,0.4,0,0.6,0,2.2,"2020-06-03",2020-06-03
"Knoblauchöl","Kunella Feinkost",10,"liter",82,9.1,0,0,0,0,"2020-06-03",2020-06-03
"Jasminreis gekocht","Selbstgemacht",100,"gram",111,0.19,0,24.82,0,2.35,"2020-06-03",2020-06-03
"Zwiebel, frisch","",85,"gram",26,0.21,0,4.18,0,1,"2020-06-03",2020-06-03
"Riesengarnelen Thai- Curry","Asc (Hofer)",100,"gram",73,1.8,0,2.2,0,12,"2020-06-03",2020-06-03
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-06-03",2020-06-03
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-06-03",2020-06-03
"Dinkelbrötchen","",120,"gram",271,4.08,0,45.6,0,12,"2020-06-03",2020-06-03
"Banane (ohne Schale), frisch","",187.5,"gram",174,0.34,0,37.56,0,2.16,"2020-06-02",2020-06-02
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-06-02",2020-06-02
"Fastenmilch 0,9%","NÖM",100,"liter",43,0.9,0,4.9,0,4,"2020-06-02",2020-06-02
"Erdbeeren, frisch","",150,"gram",54,0.6,0,8.27,0,1.23,"2020-06-02",2020-06-02
"Balisto Korn Mix","Mars",18.5,"gram",92,4.75,0,11.12,0,1.31,"2020-06-02",2020-06-02
"Reiswaffel mit Milchschokolade","Knusperone (Aldi)",17,"gram",83,3.81,0,10.93,0,1.14,"2020-06-02",2020-06-02
"Fastenmilch 0,9%","NÖM",100,"liter",43,0.9,0,4.9,0,4,"2020-06-02",2020-06-02
"Maxi Bourbon Vanille","Clever",100,"gram",310,19,0,29,0,4.2,"2020-06-02",2020-06-02
"Reiswaffel mit Milchschokolade","Knusperone (Aldi)",17,"gram",83,3.81,0,10.93,0,1.14,"2020-06-02",2020-06-02
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-06-02",2020-06-02
"eiaufstrich","Billa",20,"gram",42,3.6,0,0.68,0,1.66,"2020-06-02",2020-06-02
"Bergbauern Weichkäse Brie","Zurück zum Ursprung (Hofer)",30,"gram",101,8.4,0,0,0,6.3,"2020-06-02",2020-06-02
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-06-02",2020-06-02
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-06-02",2020-06-02
"Putenfarmerschinken","Billa",30,"gram",30,0.6,0,1.92,0,4.2,"2020-06-02",2020-06-02
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-06-02",2020-06-02
"Zwiebel, frisch","",85,"gram",26,0.21,0,4.18,0,1,"2020-06-02",2020-06-02
"Erbsenschoten","",60,"gram",25,0.3,0,4.8,0,1.68,"2020-06-02",2020-06-02
"Riesengarnelen Thai- Curry","Asc (Hofer)",200,"gram",146,3.6,0,4.4,0,24,"2020-06-02",2020-06-02
"Jasminreis gekocht","Selbstgemacht",100,"gram",111,0.19,0,24.82,0,2.35,"2020-06-02",2020-06-02
"Zucchini, gekocht","",600,"gram",132,1.74,0,13.56,0,12.24,"2020-06-02",2020-06-02
"Champions weiss","Lidl",100,"gram",19,0.4,0,0.6,0,2.2,"2020-06-02",2020-06-02
"Knoblauchöl","Kunella Feinkost",10,"liter",82,9.1,0,0,0,0,"2020-06-02",2020-06-02
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-06-02",2020-06-02
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-06-02",2020-06-02
"Dinkelbrötchen","",120,"gram",271,4.08,0,45.6,0,12,"2020-06-02",2020-06-02
"Bourbon-Vanille Eis","Clever",85,"gram",174,10.2,0,19.55,0,0.94,"2020-05-24",2020-05-24
"Apfel (mit Schale), frisch","",130,"gram",85,0.06,0,18.66,0,0.44,"2020-05-24",2020-05-24
"Apfel Rotkohl","Iglo",150,"gram",84,2.7,0,12.15,0,1.35,"2020-05-24",2020-05-24
"Sauerkraut","Bofrost",100,"gram",72,4.6,0,4.8,0,2.1,"2020-05-24",2020-05-24
"Rauchkuchlknödel","Bofrost",220,"gram",563,25.08,0,60.5,0,21.78,"2020-05-24",2020-05-24
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-05-24",2020-05-24
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-05-24",2020-05-24
"Dinkelbrötchen","",120,"gram",271,4.08,0,45.6,0,12,"2020-05-24",2020-05-24
"Milchbrötle / Milchbrötchen","Ölz",40,"gram",132,3.28,0,21.6,0,3.76,"2020-05-22",2020-05-22
"Milchbrötle / Milchbrötchen","Ölz",40,"gram",132,3.28,0,21.6,0,3.76,"2020-05-22",2020-05-22
"Milchbrötle / Milchbrötchen","Ölz",40,"gram",132,3.28,0,21.6,0,3.76,"2020-05-22",2020-05-22
"Dinkelbrötchen","",120,"gram",271,4.08,0,45.6,0,12,"2020-05-21",2020-05-21
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-05-21",2020-05-21
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-05-21",2020-05-21
"Erdbeercombino","Eskimo",100,"gram",156,8.4,0,18,0,1.3,"2020-05-18",2020-05-18
"Maxi Bourbon Vanille","Clever",100,"gram",310,19,0,29,0,4.2,"2020-05-18",2020-05-18
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-05-18",2020-05-18
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-05-18",2020-05-18
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-05-18",2020-05-18
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-05-18",2020-05-18
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-05-18",2020-05-18
"Hamburger Royal TS","Mc Donalds",237,"gram",524,28.44,0,35.55,0,28.44,"2020-05-18",2020-05-18
"Kleine Pommes","Mc Donalds",80,"gram",231,11.2,0,28.8,0,2.72,"2020-05-18",2020-05-18
"Apfeltasche","McDonald's",80,"gram",227,12,0,27.2,0,2.32,"2020-05-18",2020-05-18
"Dinkelbrötchen","",120,"gram",271,4.08,0,45.6,0,12,"2020-05-18",2020-05-18
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-05-18",2020-05-18
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-05-18",2020-05-18
"Mini Classic","Magnum",50,"gram",168,11,0,15.5,0,1.85,"2020-04-29",2020-04-29
"Milchbrötle / Milchbrötchen","Ölz",40,"gram",132,3.28,0,21.6,0,3.76,"2020-04-29",2020-04-29
"Eisbergsalat mit Dressing","VW",175,"gram",75,5.02,0,4.88,0,1.94,"2020-04-29",2020-04-29
"Salatgurke (ohne Schale), frisch","",148,"gram",18,0.24,0,3.2,0,0.87,"2020-04-29",2020-04-29
"Champions weiss","Lidl",100,"gram",19,0.4,0,0.6,0,2.2,"2020-04-29",2020-04-29
"Rote Paprika, frisch","",75,"gram",32,0.38,0,4.8,0,0.98,"2020-04-29",2020-04-29
"Hühnerfilet","Landgut",100,"gram",101,1,0,0,0,23,"2020-04-29",2020-04-29
"Feta Olivenbrot","Aldi",100,"gram",268,8.5,0,37,0,9.5,"2020-04-29",2020-04-29
"Zucchini, gekocht","",600,"gram",132,1.74,0,13.56,0,12.24,"2020-04-29",2020-04-29
"Knoblauchöl","Kunella Feinkost",10,"liter",82,9.1,0,0,0,0,"2020-04-29",2020-04-29
"Mais, Konserve","",45,"gram",36,0.53,0,5.68,0,1.4,"2020-04-29",2020-04-29
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-04-29",2020-04-29
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-04-29",2020-04-29
"Dinkelbrötchen","",120,"gram",271,4.08,0,45.6,0,12,"2020-04-29",2020-04-29
"Erdbeeren, frisch","",200,"gram",72,0.8,0,11.02,0,1.64,"2020-04-24",2020-04-24
"Himbeeren, frisch","",250,"gram",108,0.75,0,12.02,0,3.25,"2020-04-24",2020-04-24
"Tresor, Choco Nougat","Kellogg's",30,"gram",136,4.8,0,20.4,0,2.16,"2020-04-24",2020-04-24
"Erdnüsse, geröstet & gesalzen","Ültje",25,"gram",156,12.5,0,3.5,0,6.25,"2020-04-24",2020-04-24
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-04-24",2020-04-24
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-04-24",2020-04-24
"Heidelbeeren (Blaubeeren), frisch","",150,"gram",69,0.9,0,9.07,0,0.9,"2020-04-24",2020-04-24
"Erdnüsse, geröstet & gesalzen","Ültje",25,"gram",156,12.5,0,3.5,0,6.25,"2020-04-24",2020-04-24
"Eiweißbrötchen","Bofrost",60,"gram",154,7.38,0,5.4,0,13.86,"2020-04-24",2020-04-24
"Salatgurke (ohne Schale), frisch","",148,"gram",18,0.24,0,3.2,0,0.87,"2020-04-24",2020-04-24
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-04-24",2020-04-24
"Rote Paprika, frisch","",75,"gram",32,0.38,0,4.8,0,0.98,"2020-04-24",2020-04-24
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-04-24",2020-04-24
"Kartoffeln (ohne Schale), gekocht","",150,"gram",135,0.03,0,28.42,0,3,"2020-04-24",2020-04-24
"Les Sauces Hollandaise","Thomy",100,"liter",217,21,0,4,0,1,"2020-04-24",2020-04-24
"BBQ Grilllachs","Hofer",125,"gram",243,15,0,0.38,0,26.25,"2020-04-24",2020-04-24
"Spargel, gekocht","",255,"gram",41,0.36,0,2.88,0,4.34,"2020-04-24",2020-04-24
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-04-24",2020-04-24
"Dinkelbrötchen","",120,"gram",271,4.08,0,45.6,0,12,"2020-04-24",2020-04-24
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-04-24",2020-04-24
"Apfel (mit Schale), frisch","",130,"gram",85,0.06,0,18.66,0,0.44,"2020-04-23",2020-04-23
"Schwedenbomben","Niemetz",18,"gram",74,2.88,0,10.98,0,0.81,"2020-04-23",2020-04-23
"Milchbrötle / Milchbrötchen","Ölz",60,"gram",199,4.92,0,32.4,0,5.64,"2020-04-23",2020-04-23
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-04-23",2020-04-23
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-04-23",2020-04-23
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-04-23",2020-04-23
"Salatgurke (ohne Schale), frisch","",148,"gram",18,0.24,0,3.2,0,0.87,"2020-04-23",2020-04-23
"Rote Paprika, frisch","",75,"gram",32,0.38,0,4.8,0,0.98,"2020-04-23",2020-04-23
"Faschiertes","New Lifestyle",253,"gram",339,15.18,0,0,0,50.6,"2020-04-23",2020-04-23
"Unsere Besten Brötchen","Sinnack",60,"gram",154,1.38,0,28.92,0,5.58,"2020-04-23",2020-04-23
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-04-23",2020-04-23
"Fastenbutter","NÖM",10,"gram",39,4,0,0.3,0,0.4,"2020-04-23",2020-04-23
"Marmelade Erdbeere kalorienreduziert","Darbo",20,"gram",16,0,0,4.8,0,0.1,"2020-04-23",2020-04-23
"Erdbeeren, frisch","",150,"gram",54,0.6,0,8.27,0,1.23,"2020-04-22",2020-04-22
"Milchbrötle / Milchbrötchen","Ölz",40,"gram",132,3.28,0,21.6,0,3.76,"2020-04-22",2020-04-22
"Himbeeren, frisch","",250,"gram",108,0.75,0,12.02,0,3.25,"2020-04-22",2020-04-22
"Heidelbeeren (Blaubeeren), frisch","",150,"gram",69,0.9,0,9.07,0,0.9,"2020-04-22",2020-04-22
"Milchbrötle / Milchbrötchen","Ölz",40,"gram",132,3.28,0,21.6,0,3.76,"2020-04-22",2020-04-22
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-04-22",2020-04-22
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-04-22",2020-04-22
"Rote Paprika, frisch","",75,"gram",32,0.38,0,4.8,0,0.98,"2020-04-22",2020-04-22
"Salatgurke (ohne Schale), frisch","",148,"gram",18,0.24,0,3.2,0,0.87,"2020-04-22",2020-04-22
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-04-22",2020-04-22
"Champions weiss","Lidl",100,"gram",19,0.4,0,0.6,0,2.2,"2020-04-22",2020-04-22
"Zucchini, frisch","",300,"gram",69,0.87,0,6.78,0,6.09,"2020-04-22",2020-04-22
"Gebratenes Hühnerfilet","",90,"gram",122,1.71,0,3.78,0,22.5,"2020-04-22",2020-04-22
"Gemüsesuppe","Hausgemacht",250,"liter",55,2,0,10,0,0,"2020-04-22",2020-04-22
"Rapsöl","",15,"gram",133,15,0,0,0,0,"2020-04-22",2020-04-22
"Jasminreis gekocht","Selbstgemacht",100,"gram",111,0.19,0,24.82,0,2.35,"2020-04-22",2020-04-22
"Fastenbutter","NÖM",10,"gram",39,4,0,0.3,0,0.4,"2020-04-22",2020-04-22
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-04-22",2020-04-22
"Marmelade Erdbeere kalorienreduziert","Darbo",20,"gram",16,0,0,4.8,0,0.1,"2020-04-22",2020-04-22
"nöm pro 20 heidelbeer joghurt","NÖM",180,"gram",124,0.9,0,8.64,0,19.98,"2020-04-21",2020-04-21
"Milchbrötle / Milchbrötchen","Ölz",40,"gram",132,3.28,0,21.6,0,3.76,"2020-04-21",2020-04-21
"Erdbeeren, frisch","",250,"gram",90,1,0,13.77,0,2.05,"2020-04-21",2020-04-21
"Minigurken","Gemüse",40,"gram",6,0.04,0,1.92,0,0.16,"2020-04-21",2020-04-21
"Salatgurke (ohne Schale), frisch","",148,"gram",18,0.24,0,3.2,0,0.87,"2020-04-21",2020-04-21
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-04-21",2020-04-21
"Rote Paprika, frisch","",75,"gram",32,0.38,0,4.8,0,0.98,"2020-04-21",2020-04-21
"Tzatziki","Greco",100,"gram",131,10.1,0,4.5,0,5.4,"2020-04-21",2020-04-21
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-04-21",2020-04-21
"Karfiol-Käse-Laibchen","Iglo",75,"gram",178,11,0,13,0,6.5,"2020-04-21",2020-04-21
"Gemüselaibchen","Merkur Immer Gut",75,"gram",147,7.35,0,16.5,0,3.67,"2020-04-21",2020-04-21
"Jasminreis gekocht","Selbstgemacht",100,"gram",111,0.19,0,24.82,0,2.35,"2020-04-21",2020-04-21
"Marchfelder  Gemüseallerlei","Iglo Austria",190,"gram",72,0.51,0,10.13,0,4.31,"2020-04-21",2020-04-21
"Italienischer Broccolireis","Bofrost",60,"gram",31,1.56,0,1.68,0,1.62,"2020-04-21",2020-04-21
"Fastenbutter","NÖM",10,"gram",39,4,0,0.3,0,0.4,"2020-04-21",2020-04-21
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-04-21",2020-04-21
"Marmelade Erdbeere kalorienreduziert","Darbo",20,"gram",16,0,0,4.8,0,0.1,"2020-04-21",2020-04-21
"Apfel (mit Schale), frisch","",130,"gram",85,0.06,0,18.66,0,0.44,"2020-04-20",2020-04-20
